Brands,Products,Categories,Prices,Ratings,Reviews,Loves,URL
Carolina Herrera,212 Sexy,Fragrance,84,4,150,3939,https://www.sephora.com/product/212-sexy-P80002?icid2=products%20grid:p80002
Carolina Herrera,212 VIP ROSê_,Fragrance,82,4.5,9,1294,https://www.sephora.com/product/212-vip-rose-P402656?icid2=products%20grid:p402656
Caudalie,Vinoperfect Natural Brightening  ,Skincare,79,4.5,9,4502,https://www.sephora.com/product/vinoperfect-natural-brightening- -P449182?icid2=products%20grid:p449182
Caudalie,Beauty Elixir,Skincare,49,4.5,3000,90919,https://www.sephora.com/product/beauty-elixir-P6025?icid2=products%20grid:p6025
Caudalie,Vinoperfect Brightening Glycolic Overnight Cream,Skincare,65,4.5,258,25265,https://www.sephora.com/product/vinoperfect-brightening-glycolic-overnight-cream-P440200?icid2=products%20grid:p440200
Caudalie,Vinoperfect Anti Dark Spot Serum,Skincare,79,4.5,2000,70019,https://www.sephora.com/product/vinoperfect-radiance-serum-P94421?icid2=products%20grid:p94421
Caudalie,Hand and Nail Cream Trio,Skincare,18,4.5,6,3625,https://www.sephora.com/product/hand-nail-cream-trio-P450238?icid2=products%20grid:p450238
Caudalie,Vinosource SOS Deep Hydration Serum,Skincare,49,4.5,762,39108,https://www.sephora.com/product/vinosource-s-o-s-thirst-quenching-serum-P374211?icid2=products%20grid:p374211
Caudalie,Grape Water,Skincare,10,4.5,1000,88497,https://www.sephora.com/product/grape-water-P12045?icid2=products%20grid:p12045
Caudalie,Vinosource Moisturizing Sorbet,Skincare,39,4,1000,47758,https://www.sephora.com/product/vinosource-moisturizing-sorbet-P271704?icid2=products%20grid:p271704
Caudalie,Moisturizing Toner,Skincare,28,4.5,502,31858,https://www.sephora.com/product/moisturizing-toner-P253623?icid2=products%20grid:p253623
Caudalie,Vinopure Natural Salicylic Acid Pore Minimizing Serum,Skincare,49,4.5,691,47118,https://www.sephora.com/product/vinopure-natural-salicylic-acid-pore-minimizing-serum-P433626?icid2=products%20grid:p433626
Caudalie,Vinopure Clean Pores Routine,Skincare,49,5,6,2976,https://www.sephora.com/product/vinopure-clean-pores-routine-P450252?icid2=products%20grid:p450252
Caudalie,Vinoperfect Brightening Glycolic Essence,Skincare,49,4.5,407,41391,https://www.sephora.com/product/vinoperfect-concentrated-brightening-essence-P420224?icid2=products%20grid:p420224
Cellu-cup,Cellu-Cup Pineapple,Bath & Body,19,3.5,4,1605,https://www.sephora.com/product/cellu-cup-pineapple-P444217?icid2=products%20grid:p444217
CHANEL,COCO MADEMOISELLE Eau de Parfum,Fragrance,105,4.5,575,100230,https://www.sephora.com/product/coco-mademoiselle-P12495?icid2=products%20grid:p12495
CHANEL,CHANCE EAU TENDRE Eau de Toilette,Fragrance,85,5,419,61175,https://www.sephora.com/product/chance-eau-tendre-P258612?icid2=products%20grid:p258612
CHANEL,BLEU DE CHANEL Eau de Parfum,Fragrance,95,5,119,15466,https://www.sephora.com/product/bleu-de-chanel-eau-de-parfum-P394949?icid2=products%20grid:p394949
CHANEL,BLEU DE CHANEL Eau de Toilette,Fragrance,75,5,76,11058,https://www.sephora.com/product/bleu-de-chanel-P270302?icid2=products%20grid:p270302
CHANEL,CHANCE EAU FRAê_CHE Eau de Toilette,Fragrance,107,5,198,24944,https://www.sephora.com/product/chance-P257900?icid2=products%20grid:p257900
CHANEL,Chance Eau Tendre Eau de Parfum,Fragrance,105,4.5,77,12722,https://www.sephora.com/product/chance-eau-tendre-eau-de-parfum-P440093?icid2=products%20grid:p440093
CHANEL,CHANCE Eau de Parfum,Fragrance,105,5,79,15110,https://www.sephora.com/product/chance-P138300?icid2=products%20grid:p138300
CHANEL,COCO MADEMOISELLE Eau de Parfum Intense,Fragrance,115,4.5,101,15083,https://www.sephora.com/product/coco-mademoiselle-intense-eau-de-parfum-P429692?icid2=products%20grid:p429692
CHANEL,GABRIELLE CHANEL Eau de Parfum,Fragrance,135,4,293,22944,https://www.sephora.com/product/gabrielle-chanel-eau-de-parfum-P422299?icid2=products%20grid:p422299
CHANEL,NÔç5 Eau de Parfum,Fragrance,105,4.5,85,15322,https://www.sephora.com/product/chanel-n5-P65510?icid2=products%20grid:p65510
CHANEL,GABRIELLE CHANEL ESSENCE Eau de Parfum,Fragrance,135,5,24,4203,https://www.sephora.com/product/gabrielle-chanel-essence-eau-de-parfum-P449555?icid2=products%20grid:p449555
CHANEL,COCO MADEMOISELLE Eau de Parfum Twist and Spray,Fragrance,110,5,35,7210,https://www.sephora.com/product/coco-mademoiselle-P227402?icid2=products%20grid:p227402
Charlotte Tilbury,Luxury Eyeshadow Palette,Makeup,53,4,245,117471,https://www.sephora.com/product/luxury-eyeshadow-palette-P433523?icid2=products%20grid:p433523
Charlotte Tilbury,Airbrush Flawless Finish Setting Powder,Makeup,45,4.5,777,98106,https://www.sephora.com/product/airbrush-flawless-finish-setting-powder-P433526?icid2=products%20grid:p433526
Charlotte Tilbury,Starry Eyes to Hypnotize Eyeshadow Palette,Makeup,75,4.5,43,15288,https://www.sephora.com/product/starry-eyes-to-hypnotize-eyeshadow-palette-P450071?icid2=products%20grid:p450071
Charlotte Tilbury,Palette of Pops Luxury Eyeshadow Palette,Makeup,53,3.5,47,14759,https://www.sephora.com/product/charlotte-tilbury-palette-pops-luxury-eyeshadow-palette-P452201?icid2=products%20grid:p452201
Charlotte Tilbury,Matte Revolution Lipstick,Makeup,34,4.5,646,122741,https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products%20grid:p433530
Charlotte Tilbury,Filmstar Bronze & Glow Contour Duo,Makeup,68,4.5,137,35041,https://www.sephora.com/product/filmstar-bronze-glow-contour-duoP433528?icid2=products%20grid:p433528
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,Makeup,44,4,777,39905,https://www.sephora.com/product/airbrush-flawless-longwear-foundation-P448869?icid2=products%20grid:p448869
Charlotte Tilbury,Hollywood Flawless Filter,Makeup,44,4.5,399,61052,https://www.sephora.com/product/hollywood-flawless-filter-P434104?icid2=products%20grid:p434104
Charlotte Tilbury,Magic Cream Moisturizer,Skincare,64,4,568,22653,https://www.sephora.com/product/charlotte-s-magic-cream-P433520?icid2=products%20grid:p433520
Charlotte Tilbury,Lip Cheat Lip Liner,Makeup,22,4.5,283,83091,https://www.sephora.com/product/lip-cheat-lip-liner-P433516?icid2=products%20grid:p433516
Charlotte Tilbury,Hot Lips Lipstick 2,Makeup,37,4.5,210,60331,https://www.sephora.com/product/hot-lips-lipstick-2-0-P446609?icid2=products%20grid:p446609
Charlotte Tilbury,Hot Lips 2 Mini Lip Set,Makeup,25,3,90,15234,https://www.sephora.com/product/lipstick-trio-handbag-P451125?icid2=products%20grid:p451125
Chloê©,Chloê© Eau de Parfum,Fragrance,132,4.5,1000,83432,https://www.sephora.com/product/chloe-eau-de-parfum-P256308?icid2=products%20grid:p256308
Chloê©,Roses De Chloê©,Fragrance,125,4.5,464,27118,https://www.sephora.com/product/roses-de-chloe-P384710?icid2=products%20grid:p384710
Chloê©,Nomade Eau de Parfum,Fragrance,132,4,228,12950,https://www.sephora.com/product/nomade-eau-de-parfum-P428451?icid2=products%20grid:p428451
Chloê©,Chloê© Eau de Parfum & Nomade Eau de Parfum Mini Set,Fragrance,29,2.5,3,2128,https://www.sephora.com/product/chloe-chloe-eau-de-parfum-nomade-eau-de-parfum-mini-set-P452373?icid2=products%20grid:p452373
Chloê©,Love Story,Fragrance,132,4.5,191,12510,https://www.sephora.com/product/love-story-P393664?icid2=products%20grid:p393664
Chloê©,Chloê© Rollerball,Fragrance,32,4.5,43,0,https://www.sephora.com/product/chlo-rollerball-P377459?icid2=products%20grid:p377459
Chloê©,Chloê© Eau de Parfum Gift Set,Fragrance,115,NA,0,453,https://www.sephora.com/product/chloe-eau-de-parfum-gift-set-P449748?icid2=products%20grid:p449748
Chloê©,Fleur de Parfum,Fragrance,132,4,61,6259,https://www.sephora.com/product/fleur-de-parfum-P412367?icid2=products%20grid:p412367
Chloê©,Chloe L'Eau,Fragrance,119,4,313,695,https://www.sephora.com/product/chloe-l-eau-P449749?icid2=products%20grid:p449749
Chloê©,Nomade Eau de Parfum Travel Spray,Fragrance,32,5,71,7343,https://www.sephora.com/product/nomade-eau-de-parfum-travel-spray-P428450?icid2=products%20grid:p428450
Chloê©,Roses De Chloê© Rollerball,Fragrance,30,4.5,85,9864,https://www.sephora.com/product/roses-de-chloe-rollerball-P400324?icid2=products%20grid:p400324
Chloê©,Chloê© Perfumed Body Lotion,Fragrance,53,5,15,3448,https://www.sephora.com/product/chloe-perfumed-body-lotion-P380546?icid2=products%20grid:p380546
Christian Louboutin,Velvet Matte Lip Colour,Makeup,90,4.5,94,39139,https://www.sephora.com/product/velvet-matte-lip-colour-P400560?icid2=products%20grid:p400560
Christian Louboutin,Silky Satin Lip Colour ,Makeup,90,4.5,78,32836,https://www.sephora.com/product/silky-satin-lip-colour-P400556?icid2=products%20grid:p400556
Christian Louboutin,Sheer Voile Lip Colour,Makeup,90,4.5,24,11554,https://www.sephora.com/product/sheer-voile-lip-colour-P400558?icid2=products%20grid:p400558
Christian Louboutin,Loubilaque Lip Lacquer,Makeup,85,3.5,40,15137,https://www.sephora.com/product/loubilac-lip-lacquer-P409757?icid2=products%20grid:p409757
Christian Louboutin,Loubilaque Lip Gloss,Makeup,85,4.5,11,4910,https://www.sephora.com/product/loubilaque-lip-gloss-P432856?icid2=products%20grid:p432856
Christian Louboutin,Tape A l'Oeil- Matte Nude Eye Colour,Makeup,50,5,5,2828,https://www.sephora.com/product/tape-l-oeil-matte-nude-eye-colour-P437445?icid2=products%20grid:p437445
Christian Louboutin,Lash Amplifying Lacquer,Makeup,70,4.5,23,3619,https://www.sephora.com/product/lash-amplifying-lacquer-P417857?icid2=products%20grid:p417857
Christian Louboutin,"Loubibelle, Lip Beauty Oil",Makeup,70,4,8,2498,https://www.sephora.com/product/loubibelle-lip-beauty-oil-P429014?icid2=products%20grid:p429014
Christian Louboutin,Rouge Louboutin,Makeup,50,4,144,10707,https://www.sephora.com/product/rouge-louboutin-P388556?icid2=products%20grid:p388556
Christian Louboutin,Luminous Ink Liner,Makeup,75,4,17,3631,https://www.sephora.com/product/luminous-ink-liner-P417858?icid2=products%20grid:p417858
Christian Louboutin,Lip Definer,Makeup,40,3.5,10,2978,https://www.sephora.com/product/lip-definer-P401154?icid2=products%20grid:p401154
Christian Louboutin,Velvet Eye Definer,Makeup,40,3.5,9,2171,https://www.sephora.com/product/velvet-eye-definer-P417854?icid2=products%20grid:p417854
Christophe Robin,Cleansing Purifying Scrub with Sea Salt,Hair,53,4.5,943,40978,https://www.sephora.com/product/cleansing-purifying-scrub-with-sea-salt-P401452?icid2=products%20grid:p401452
Christophe Robin,Purifying Detox Holiday Set,Hair,59,4,1,3195,https://www.sephora.com/product/purifying-detox-holiday-set-P449769?icid2=products%20grid:p449769
Christophe Robin,Cleansing Volumizing Paste with Pure Rassoul Clay and Rose Extracts,Hair,53,4,317,17884,https://www.sephora.com/product/cleansing-volumizing-paste-with-pure-rassoul-clay-rose-extracts-P419022?icid2=products%20grid:p419022
Christophe Robin,Cleansing Purifying Scrub with Sea Salt Mini,Mini Size,19,4.5,199,22804,https://www.sephora.com/product/cleansing-purifying-scrub-with-sea-salt-mini-P426184?icid2=products%20grid:p426184
Christophe Robin,Regenerating Mask with Prickly Pear Seed Oil,Hair,71,3.5,422,11260,https://www.sephora.com/product/regenerating-mask-with-rare-prickly-pear-seed-oil-P401454?icid2=products%20grid:p401454
Christophe Robin,Perfect Hair Duo,Hair,23,4,4,2308,https://www.sephora.com/product/perfect-hair-duo-P450522?icid2=products%20grid:p450522
Christophe Robin,Shade Variation Mask - Baby Blonde,Hair,53,4.5,146,15640,https://www.sephora.com/product/shade-variation-mask-baby-blonde-P401450?icid2=products%20grid:p401450
Christophe Robin,Boar Bristle Detangling Hairbrush,Hair,108,4,38,8537,https://www.sephora.com/product/boar-bristle-detangling-hairbrush-P415206?icid2=products%20grid:p415206
Christophe Robin,Purifying Shampoo with Jujube Bark Extract,Hair,38,4,87,7708,https://www.sephora.com/product/purifying-shampoo-with-jujube-bark-extract-P412412?icid2=products%20grid:p412412
Christophe Robin,Cleansing Volumizing Paste with Pure Rassoul Clay and Rose Extracts Mini,Mini Size,19,4,13,0,https://www.sephora.com/product/cleansing-volumizing-paste-with-pure-rassoul-clay-rose-extracts-mini-P432275?icid2=products%20grid:p432275
Christophe Robin,Volumizing Conditioner With Rose Extracts,Hair,43,4,39,3236,https://www.sephora.com/product/volumizing-conditioner-with-rose-extracts-P401463?icid2=products%20grid:p401463
Christophe Robin,Volumizing Hair Ritual Travel Kit,Hair,45,4,18,3546,https://www.sephora.com/product/volumizing-hair-ritual-travel-kit-P424416?icid2=products%20grid:p424416
Ciatê© London,Mini Mani Month Advent Calendar,Makeup,60,5,1,2653,https://www.sephora.com/product/mini-mani-month-advent-calendar-P451166?icid2=products%20grid:p451166
Ciatê© London,Glitter Flip,Makeup,19,4,889,85261,https://www.sephora.com/product/glitter-flip-P422513?icid2=products%20grid:p422513
Ciatê© London,Glitter Storm Eyeshadow Palette,Makeup,42,4.5,194,23707,https://www.sephora.com/product/glitter-storm-eyeshadow-palette-P436741?icid2=products%20grid:p436741
Ciatê© London,Watermelon Burst Hydrating Eye Patches,Skincare,25,4,5,3087,https://www.sephora.com/product/watermelon-burst-hydrating-eye-patches-P451165?icid2=products%20grid:p451165
Ciatê© London,Glow-To Illuminating Blush,Makeup,26,4.5,101,26916,https://www.sephora.com/product/glow-to-illuminating-blush-highlight-P418830?skuId=1915321&icid2=products%20grid:p418830
Ciatê© London,Watermelon Burst Hydrating Primer,Makeup,28,4.5,54,4617,https://www.sephora.com/product/watermelon-burst-hydrating-primer-P446306?icid2=products%20grid:p446306
Ciatê© London,Dewy Stix - Luminous Highlighting Balm,Makeup,26,4,543,24227,https://www.sephora.com/product/dewy-stix-luminous-highlighting-balm-P417001?icid2=products%20grid:p417001
Ciatê© London,Glitter Storm Lipstick,Makeup,22,4.5,21,9058,https://www.sephora.com/product/glitter-storm-lipstick-P440513?icid2=products%20grid:p440513
Ciatê© London,Wonderwand Intensely Volumising Mascara,Makeup,22,4,459,6059,https://www.sephora.com/product/wonderwand-intensely-volumising-mascara-P411547?icid2=products%20grid:p411547
Ciatê© London,Jessica Rabbit Compact Mirror,Tools & Brushes,25,5,1,667,https://www.sephora.com/product/jessica-rabbit-compact-mirror-P451637?icid2=products%20grid:p451637
Ciatê© London,Marbled Metals Eyeshadow,Makeup,24,4.5,32,8737,https://www.sephora.com/product/marbled-metals-P445729?icid2=products%20grid:p445729
Ciatê© London,Watermelon Burst Hydrating Face Primer & Lip Oil,Makeup,15,4,25,8210,https://www.sephora.com/product/watermelon-burst-hydrating-primer-lip-oil-duo-P446308?icid2=products%20grid:p446308
Cinema Secrets,Makeup Brush Cleaner,Makeup,24,4.5,910,58479,https://www.sephora.com/product/makeup-brush-cleaner-P390961?icid2=products%20grid:p390961
Cinema Secrets,Makeup Brush Cleaner Pro Starter Kit,Makeup,25,4.5,559,38266,https://www.sephora.com/product/makeup-brush-cleaner-pro-starter-kit-P394935?icid2=products%20grid:p394935
Cinema Secrets,Makeup Brush Cleaner Travel Set,Makeup,10,4.5,363,25798,https://www.sephora.com/product/makeup-brush-cleaner-travel-set-P411532?icid2=products%20grid:p411532
Cinema Secrets,Makeup Brush Cleaner Mini,Mini Size,8,4.5,58,9572,https://www.sephora.com/product/makeup-brush-cleaner-mini-P425939?icid2=products%20grid:p425939
Cinema Secrets,Ultralucent Setting Powder,Makeup,22,4,167,13579,https://www.sephora.com/product/ultralucent-setting-powder-P402987?icid2=products%20grid:p402987
Cinema Secrets,Break It Down Waterproof Makeup Remover,Skincare,20,4.5,18,2053,https://www.sephora.com/product/break-it-down-waterproof-makeup-remover-P410842?icid2=products%20grid:p410842
Cinema Secrets,Cleansing Tin,Makeup,6,3.5,31,5814,https://www.sephora.com/product/cleansing-tin-P394558?icid2=products%20grid:p394558
Cinema Secrets,Super Sealer Mattifying Setting Spray,Makeup,24,3.5,67,6818,https://www.sephora.com/product/super-sealer-mattifying-setting-spray-P402980?icid2=products%20grid:p402980
Cinema Secrets,Makeup Sanitizing Spray,Makeup,18,NA,0,53,https://www.sephora.com/product/cinema-secrets-makeup-sanitizing-spray-P453217?icid2=products%20grid:p453217
Clarins,Double Serum Complete Age Control Concentrate,Skincare,89,4,414,22766,https://www.sephora.com/product/double-serum-complete-age-control-concentrate-P421235?icid2=products%20grid:p421235
Clarins,Super Restorative Total Eye Concentrate,Skincare,85,4,202,8833,https://www.sephora.com/product/super-restorative-total-eye-concentrate-P95040?icid2=products%20grid:p95040
Clarins,Tonic Body Treatment Oil,Bath & Body,65,4.5,220,15793,https://www.sephora.com/product/tonic-body-treatment-oil-P95070?icid2=products%20grid:p95070
Clarins,Gentle Foaming Cleanser with Cottonseed,Skincare,26,4.5,501,11260,https://www.sephora.com/product/gentle-foaming-cleanser-P228101?icid2=products%20grid:p228101
Clarins,Extra-Firming Wrinkle Control Firming Day Cream SPF 15,Skincare,87,5,6,2272,https://www.sephora.com/product/extra-firming-wrinkle-control-firming-day-cream-spf-15-P430338?icid2=products%20grid:p430338
Clarins,Extra-Firming Neck Anti-Wrinkle Rejuvenating Cream,Skincare,90,4,92,7953,https://www.sephora.com/product/advanced-extra-firming-neck-cream-P162536?icid2=products%20grid:p162536
Clarins,Multi-Active Night Cream - Normal to Combination Skin,Skincare,58,4,49,5422,https://www.sephora.com/product/multi-active-night-cream-normal-to-combination-skin-P406942?icid2=products%20grid:p406942
Clarins,Sunscreen Multi-Protection Broad Spectrum SPF 50,Skincare,43,4,106,6475,https://www.sephora.com/product/sunscreen-multi-protection-broad-spectrum-spf-50-P393065?icid2=products%20grid:p393065
Clarins,Hydra-Essentiel Silky Cream - Normal to Dry Skin,Skincare,48,4.5,68,4752,https://www.sephora.com/product/hydra-essentiel-silky-cream-normal-to-dry-skin-P415621?icid2=products%20grid:p415621
Clarins,Body Fit Anti-Cellulite Contouring Expert,Bath & Body,70,4,31,9311,https://www.sephora.com/product/body-fit-anti-cellulite-contouring-expert-P415749?icid2=products%20grid:p415749
Clarins,Lip Comfort Oil,Skincare,26,4,382,48764,https://www.sephora.com/product/instant-light-lip-comfort-oil-P407406?skuId=1800143&icid2=products%20grid:p407406
Clarins,Super Restorative Night Age Spot Correcting Replenishing Cream,Skincare,137,4.5,7,2021,https://www.sephora.com/product/super-restorative-night-age-spot-correcting-replenishing-cream-P388544?icid2=products%20grid:p388544
Clarisonic Skincare,Replacement Brush Head Twin-Pack,Skincare,44,4.5,779,60450,https://www.sephora.com/product/replacement-brush-head-twin-pack-P256821?icid2=products%20grid:p256821
Clarisonic Skincare,Mia Smart Anti-Aging & Cleansing Skincare Holiday Gift Set,Skincare,199,4.5,17,1481,https://www.sephora.com/product/mia-smart-anti-aging-cleansing-skincare-holiday-gift-set-P450261?icid2=products%20grid:p450261
Clarisonic Skincare,Replacement Facial Brush Head,Skincare,27,4.5,1000,58170,https://www.sephora.com/product/replacement-facial-brush-head-P229205?icid2=products%20grid:p229205
Clarisonic Skincare,Deep Pore Facial Cleansing Brush Head Twin Pack,Tools & Brushes,44,5,2,0,https://www.sephora.com/product/deep-pore-facial-cleansing-brush-head-twin-pack-P432646?icid2=products%20grid:p432646
Clarisonic Skincare,Mia Prima Facial Cleansing & Pore Minimizing Skincare Device,Skincare,99,3.5,119,10999,https://www.sephora.com/product/mia-prima-sonic-facial-cleansing-brush-P435204?icid2=products%20grid:p435204
Clarisonic Skincare,Mia Smart Anti-Aging and Cleansing Skincare Device,Skincare,169,4,285,13877,https://www.sephora.com/product/mia-smart-3-in-1-connected-sonic-beauty-device-P435205?icid2=products%20grid:p435205
Clarisonic Skincare,"Mia Smart Anti-Aging, Under Eye Smoothing and Cleansing Skincare Set with Lancêäme",Skincare,249,3,11,3608,https://www.sephora.com/product/mia-smart-cleanse-awaken-eyes-exclusive-set-with-lancome-genifique-P440921?icid2=products%20grid:p440921
Clarisonic Skincare,Daily Radiance Cleansing Brush Head,Skincare,29,3,21,0,https://www.sephora.com/product/daily-radiance-cleansing-brush-head-P435393?icid2=products%20grid:p435393
Clarisonic Skincare,Sensitive Skin Cleansing Brush Head,Skincare,29,4,4,0,https://www.sephora.com/product/sensitive-skin-cleansing-brush-head-P435392?icid2=products%20grid:p435392
Clarisonic Skincare,Mia Smart + IT Cosmetics Anti-Aging + Cleansing Skincare Set,Skincare,169,NA,0,1366,https://www.sephora.com/product/mia-smart-it-cosmetics-bright-glowing-skin-holiday-set-P450245?icid2=products%20grid:p450245
Clarisonic Skincare,Acne Facial Cleansing Brush Head Twin Pack,Tools & Brushes,44,4,2,0,https://www.sephora.com/product/acne-facial-cleansing-brush-head-twin-pack-P432647?icid2=products%20grid:p432647
Clarisonic Skincare,Cashmere Cleanse Facial Cleansing Brush Head,Tools & Brushes,30,4.5,6,0,https://www.sephora.com/product/cashmere-cleanse-facial-cleansing-brush-head-P432644?icid2=products%20grid:p432644
CLEAN RESERVE,Reserve - Acqua Neroli,Fragrance,98,4.5,123,4634,https://www.sephora.com/product/reserve-acqua-neroli-P429079?icid2=products%20grid:p429079
CLEAN RESERVE,Reserve - Rain,Fragrance,98,4.5,77,4852,https://www.sephora.com/product/reserve-rain-P404358?icid2=products%20grid:p404358
CLEAN RESERVE,Reserve - Skin,Fragrance,98,4.5,91,4647,https://www.sephora.com/product/reserve-skin-P404356?icid2=products%20grid:p404356
CLEAN RESERVE,Classic - Rollerball Layering Collection,Fragrance,20,5,4,1712,https://www.sephora.com/product/classic-rollerball-layering-collection-P449119?icid2=products%20grid:p449119
CLEAN RESERVE,Classic - Warm Cotton,Fragrance,74,4,530,9659,https://www.sephora.com/product/warm-cotton-P179007?icid2=products%20grid:p179007
CLEAN RESERVE,Reserve - Sel Santal,Fragrance,98,4,112,3275,https://www.sephora.com/product/reserve-sel-santal-P415222?icid2=products%20grid:p415222
CLEAN RESERVE,Classic - Skin,Fragrance,44,4.5,312,9777,https://www.sephora.com/product/skin-P294713?icid2=products%20grid:p294713
CLEAN RESERVE,Reserve - Warm Cotton,Fragrance,98,3,201,2742,https://www.sephora.com/product/reserve-warm-cotton-P404354?icid2=products%20grid:p404354
CLEAN RESERVE,Reserve - Solar Bloom,Fragrance,98,4,42,2139,https://www.sephora.com/product/reserve-solar-bloom-P442520?icid2=products%20grid:p442520
CLEAN RESERVE,Reserve - Sueded Oud,Fragrance,98,4,113,3274,https://www.sephora.com/product/reserve-sueded-oud-P404302?icid2=products%20grid:p404302
CLEAN RESERVE,Reserve - Citron Fig,Fragrance,98,4.5,59,4191,https://www.sephora.com/product/reserve-citron-fig-P415221?icid2=products%20grid:p415221
CLEAN RESERVE,Reserve - Giving Back Gift Set,Fragrance,48,3,1,785,https://www.sephora.com/product/reserve-giving-back-gift-set-P449120?icid2=products%20grid:p449120
CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Skincare,39.5,4.5,941,64749,https://www.sephora.com/product/moisture-surge-72-hour-auto-replenishing-hydrator-P425416?icid2=products%20grid:p425416
CLINIQUE,Take The Day Off Cleansing Balm,Skincare,30,4.5,3000,135377,https://www.sephora.com/product/take-the-day-off-cleansing-balm-P126301?icid2=products%20grid:p126301
CLINIQUE,Dramatically Different Moisturizing Lotion+,Skincare,28,4,1000,70111,https://www.sephora.com/product/dramatically-different-moisturizing-lotion-P381030?icid2=products%20grid:p381030
CLINIQUE,Dramatically Different Moisturizing Gel,Skincare,28,4.5,3000,80237,https://www.sephora.com/product/dramatically-different-moisturizing-gel-P122900?icid2=products%20grid:p122900
CLINIQUE,Almost Lipstick,Makeup,19.5,4.5,3000,57020,https://www.sephora.com/product/almost-lipstick-P122751?icid2=products%20grid:p122751
CLINIQUE,Cheek Pop Palette: Cool Down,Makeup,29.5,4.5,29,7883,https://www.sephora.com/product/cheek-pop-palette-cool-down-P450075?icid2=products%20grid:p450075
CLINIQUE,"Take The Day Off Makeup Remover For Lids, Lashes & Lips",Makeup,19.5,4.5,3000,65718,https://www.sephora.com/product/take-the-day-off-makeup-remover-for-lids-lashes-lips-P122735?icid2=products%20grid:p122735
CLINIQUE,Even Better Foundation Makeup Broad Spectrum SPF 15,Makeup,29.5,4,2000,61823,https://www.sephora.com/product/even-better-makeup-spf-15-P234967?icid2=products%20grid:p234967
CLINIQUE,All About Eyes_Ê¢ Rich Eye Cream,Skincare,33,4,1000,51735,https://www.sephora.com/product/all-about-eyes-rich-P174502?icid2=products%20grid:p174502
CLINIQUE,Stay-Matte Sheer Pressed Powder,Makeup,28.5,4.5,1000,32418,https://www.sephora.com/product/stay-matte-sheer-pressed-powder-P122748?icid2=products%20grid:p122748
CLINIQUE,Black Honey Lip & Eye Bedazzled Set,Makeup,29.5,4.5,9,6170,https://www.sephora.com/product/black-honey-lip-eye-bedazzled-set-P450074?icid2=products%20grid:p450074
CLINIQUE,Almost Lipstick Mini Duo: For You For Me,Makeup,9.5,4.5,37,15989,https://www.sephora.com/product/almost-lipstick-mini-duo-for-you-for-me-P450076?icid2=products%20grid:p450076
Coal and Canary,Girls' Night Out Collection,Fragrance,50,3,14,873,https://www.sephora.com/product/girls-night-out-collection-P432412?icid2=products%20grid:p432412
Coal and Canary,Pink Lips & Limo Trips,Fragrance,28,5,1,324,https://www.sephora.com/product/pink-lips-limo-trips-P432415?icid2=products%20grid:p432415
Coal and Canary,Liquid Liner & Late Night Diner,Fragrance,28,4.5,4,414,https://www.sephora.com/product/liquid-liner-late-night-diner-P432417?icid2=products%20grid:p432417
Coal and Canary,Fake Lashes & Camera Flashes,Fragrance,28,4,4,342,https://www.sephora.com/product/fake-lashes-camera-flashes-P432413?icid2=products%20grid:p432413
Coal and Canary,Top Knots & Tequila Shots,Fragrance,28,3.5,5,278,https://www.sephora.com/product/top-knots-tequila-shots-P432414?icid2=products%20grid:p432414
Coal and Canary,Smokey Eyes & Dreamy Guys,Fragrance,28,2.5,7,281,https://www.sephora.com/product/smokey-eyes-dreamy-guys-P432416?icid2=products%20grid:p432416
Cocofloss,Cocofloss,Skincare,9,4.5,283,18810,https://www.sephora.com/product/cocofloss-P421244?icid2=products%20grid:p421244
Commodity,Orris,Fragrance,135,4.5,18,1460,https://www.sephora.com/product/orris-P417015?icid2=products%20grid:p417015
Commodity,Vetiver,Fragrance,135,4,20,1468,https://www.sephora.com/product/vetiver-P417011?icid2=products%20grid:p417011
Commodity,Velvet,Fragrance,26,4.5,72,2997,https://www.sephora.com/product/velvet-P428441?icid2=products%20grid:p428441
Commodity,Velvet Travel Spray,Fragrance,26,4.5,17,2928,https://www.sephora.com/product/velvet-travel-spray-P428440?icid2=products%20grid:p428440
Commodity,Nectar,Fragrance,26,4,63,3462,https://www.sephora.com/product/nectar-P428439?icid2=products%20grid:p428439
Commodity,Leather,Fragrance,135,3.5,11,878,https://www.sephora.com/product/leather-P417017?icid2=products%20grid:p417017
Commodity,Book Travel Spray,Fragrance,26,4,238,5289,https://www.sephora.com/product/book-P395032?icid2=products%20grid:p395032
Commodity,Book,Fragrance,26,4,156,4919,https://www.sephora.com/product/book-P395008?icid2=products%20grid:p395008
Commodity,Moss,Fragrance,26,4.5,52,2404,https://www.sephora.com/product/moss-P395004?icid2=products%20grid:p395004
Commodity,Moss Travel Spray,Fragrance,26,4.5,89,3037,https://www.sephora.com/product/moss-P395028?icid2=products%20grid:p395028
Commodity,Whiskey,Fragrance,105,4,33,1926,https://www.sephora.com/product/whiskey-P395006?icid2=products%20grid:p395006
Commodity,Nectar Travel Spray,Fragrance,26,4,34,2549,https://www.sephora.com/product/nectar-travel-spray-P428438?icid2=products%20grid:p428438
